test_num,total_subgoal,solved_subgoal,success,total_time
1,16,16,True,9.408007860183716
2,16,16,True,10.428242444992065
3,16,16,True,12.351076364517212
4,16,16,True,12.512455224990845
5,16,16,True,12.303140640258789
6,16,16,True,12.243512392044067
7,16,16,True,10.575135946273804
8,16,16,True,11.029242038726807
9,16,16,True,6.88320779800415
10,16,16,True,9.229016065597534
11,16,16,True,10.226133584976196
12,16,16,True,9.287280559539795
13,16,16,True,8.611876964569092
14,16,16,True,8.916595458984375
15,16,16,True,8.159923553466797
16,16,16,True,12.641080617904663
17,16,16,True,10.59813117980957
18,16,16,True,10.697123765945435
19,16,16,True,10.252537488937378
20,16,16,True,12.169893980026245
